Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Profit
CA-2025-100113,2024-05-04,2024-05-06,Same Day,CUST-1525,Vijay S,Home Office,Kochi,Kerala,South,Technology,Accessories,PROD-TE-7477,Belkin USB Hub,1615.55,3,0.2,399.8
CA-2025-100021,2024-05-06,2024-05-09,First Class,CUST-2852,Arun N,Consumer,Kolkata,West Bengal,East,Office Supplies,Paper,PROD-OF-5910,Hammermill Paper,292.5,9,0.3,44.89
CA-2024-100094,2024-05-07,2024-05-10,Same Day,CUST-3382,Anitha N,Corporate,Mumbai,Maharashtra,West,Furniture,Tables,PROD-FU-6084,Bevis Round Table,3077.8,8,0.1,12.55
CA-2025-100199,2024-05-11,2024-05-18,First Class,CUST-3946,Divya N,Home Office,Kolkata,West Bengal,East,Technology,Accessories,PROD-TE-6394,Belkin USB Hub,263.16,4,0.1,50.64
CA-2024-100106,2024-05-13,2024-05-19,Second Class,CUST-9619,Meena N,Corporate,Bengaluru,Karnataka,West,Office Supplies,Storage,PROD-OF-2895,Fellowes Storage Box,165.45,4,0.2,40.34
CA-2024-100134,2024-05-17,2024-05-20,Standard Class,CUST-1482,Suresh K,Home Office,Chennai,Tamil Nadu,Central,Office Supplies,Appliances,PROD-OF-4179,Hamilton Beach Blender,527.89,5,0.05,171.1
CA-2025-100121,2024-05-17,2024-05-21,Same Day,CUST-5612,Anitha R,Home Office,Chennai,Tamil Nadu,East,Office Supplies,Paper,PROD-OF-2198,Xerox Copy Paper,116.51,4,0.15,5.81
CA-2025-100043,2024-05-19,2024-05-20,Standard Class,CUST-3551,Meena P,Consumer,Chennai,Tamil Nadu,South,Office Supplies,Paper,PROD-OF-6560,Xerox Copy Paper,837.77,8,0.3,116.42
CA-2025-100169,2024-05-20,2024-05-23,First Class,CUST-8544,Suresh R,Corporate,Kolkata,West Bengal,South,Furniture,Tables,PROD-FU-3634,Bretford Conference Table,2605.69,9,0.1,-54.31
CA-2024-100062,2024-05-23,2024-05-24,First Class,CUST-2481,Vijay M,Consumer,Kochi,Kerala,East,Furniture,Bookcases,PROD-FU-7305,Sauder Classic Bookcase,208.24,1,0.2,-2.28
CA-2024-100034,2024-05-25,2024-06-01,Second Class,CUST-7090,Arun S,Corporate,Chennai,Tamil Nadu,Central,Technology,Phones,PROD-TE-7031,Apple iPhone Business,2713.51,5,0.0,554.19
CA-2025-100099,2024-06-04,2024-06-05,Second Class,CUST-6626,Meena M,Consumer,Chennai,Tamil Nadu,Central,Office Supplies,Appliances,PROD-OF-8424,Hoover Microwave,8.58,1,0.1,2.48
CA-2025-100153,2024-06-08,2024-06-09,Same Day,CUST-9433,Divya S,Corporate,Mumbai,Maharashtra,Central,Technology,Machines,PROD-TE-8380,Laminator Pro,3307.17,5,0.05,406.13
CA-2025-100151,2024-06-24,2024-06-28,Standard Class,CUST-4302,Arun N,Corporate,Mumbai,Maharashtra,West,Furniture,Bookcases,PROD-FU-8857,Sauder Classic Bookcase,303.77,1,0.0,52.57
CA-2024-100128,2024-06-30,2024-07-07,Second Class,CUST-7570,Arun P,Consumer,Hyderabad,Telangana,Central,Office Supplies,Envelopes,PROD-OF-9212,Airmail Envelopes,356.5,5,0.2,70.46
CA-2025-100139,2024-07-07,2024-07-13,First Class,CUST-4874,Karthik R,Corporate,Kolkata,West Bengal,East,Technology,Machines,PROD-TE-5211,3D Printer Mini,788.99,2,0.1,105.76
CA-2025-100165,2024-07-09,2024-07-14,Standard Class,CUST-4537,Karthik N,Home Office,Hyderabad,Telangana,East,Furniture,Furnishings,PROD-FU-5558,DAX Clear Frame,1809.5,8,0.3,-103.0
CA-2024-100076,2024-07-09,2024-07-12,Standard Class,CUST-6387,Priya P,Corporate,Chennai,Tamil Nadu,East,Furniture,Furnishings,PROD-FU-4993,Eldon Wave Desk Accessories,3065.51,8,0.05,482.01
CA-2024-100160,2024-07-10,2024-07-11,Standard Class,CUST-3376,Divya S,Consumer,Mumbai,Maharashtra,Central,Technology,Phones,PROD-TE-4009,Samsung Galaxy Office,366.14,6,0.1,33.43
CA-2025-100031,2024-07-14,2024-07-17,Standard Class,CUST-7881,Suresh K,Home Office,New Delhi,Delhi,West,Office Supplies,Art,PROD-OF-7949,Newell 324 Art Set,604.31,9,0.1,130.92
CA-2024-100066,2024-07-15,2024-07-16,Standard Class,CUST-5566,Anitha P,Corporate,Hyderabad,Telangana,Central,Furniture,Furnishings,PROD-FU-5491,DAX Clear Frame,949.67,3,0.05,179.48
CA-2024-100040,2024-07-16,2024-07-22,Standard Class,CUST-1232,Suresh S,Consumer,Chennai,Tamil Nadu,West,Office Supplies,Labels,PROD-OF-7371,Smead File Labels,161.41,9,0.0,32.75
CA-2024-100144,2024-07-17,2024-07-23,Same Day,CUST-1560,Divya S,Corporate,Bengaluru,Karnataka,East,Office Supplies,Supplies,PROD-OF-9785,Staples Index Cards,96.75,4,0.15,18.13
CA-2024-100056,2024-07-18,2024-07-21,Standard Class,CUST-2645,Anitha R,Corporate,Kolkata,West Bengal,South,Office Supplies,Envelopes,PROD-OF-4030,Airmail Envelopes,855.15,9,0.15,99.53
CA-2024-100070,2024-07-19,2024-07-20,First Class,CUST-5263,Meena M,Consumer,Mumbai,Maharashtra,South,Technology,Machines,PROD-TE-9801,Laminator Pro,901.83,5,0.2,158.38
CA-2025-100041,2024-07-20,2024-07-23,Second Class,CUST-2761,Suresh R,Home Office,Hyderabad,Telangana,South,Furniture,Furnishings,PROD-FU-1876,Eldon Wave Desk Accessories,1606.73,6,0.2,-78.85
CA-2025-100123,2024-07-27,2024-07-31,Second Class,CUST-6105,Divya M,Home Office,Bengaluru,Karnataka,South,Technology,Copiers,PROD-TE-1703,Xerox WorkCentre,2074.18,4,0.15,29.95
CA-2025-100161,2024-07-27,2024-07-28,Same Day,CUST-3196,Anitha P,Consumer,Mumbai,Maharashtra,East,Technology,Phones,PROD-TE-4747,Samsung Galaxy Office,543.21,2,0.0,113.6
CA-2024-100142,2024-07-28,2024-08-02,Standard Class,CUST-3785,Suresh S,Home Office,Hyderabad,Telangana,Central,Office Supplies,Art,PROD-OF-4725,Boston Pencil Pack,68.46,1,0.15,15.04
CA-2024-100158,2024-07-31,2024-08-04,Standard Class,CUST-1147,Meena K,Corporate,Hyderabad,Telangana,East,Furniture,Furnishings,PROD-FU-7420,Eldon Wave Desk Accessories,416.96,5,0.3,36.06
CA-2025-100107,2024-08-15,2024-08-18,First Class,CUST-4389,Karthik P,Consumer,New Delhi,Delhi,East,Technology,Phones,PROD-TE-9442,Samsung Galaxy Office,1636.22,3,0.05,480.76
CA-2025-100051,2024-08-23,2024-08-27,Same Day,CUST-2120,Anitha M,Home Office,Ahmedabad,Gujarat,Central,Technology,Phones,PROD-TE-1950,Samsung Galaxy Office,4462.27,8,0.3,-21.88
CA-2024-100194,2024-08-30,2024-09-02,Second Class,CUST-3326,Suresh R,Corporate,Kolkata,West Bengal,East,Technology,Copiers,PROD-TE-7416,Xerox WorkCentre,2605.45,8,0.2,26.74
CA-2025-100129,2024-09-04,2024-09-07,Standard Class,CUST-1140,Arun K,Home Office,Chennai,Tamil Nadu,Central,Office Supplies,Fasteners,PROD-OF-5882,OIC Binder Clips,850.65,7,0.1,218.23
CA-2025-100007,2024-09-06,2024-09-07,Standard Class,CUST-3141,Divya N,Home Office,Kochi,Kerala,East,Furniture,Tables,PROD-FU-7617,Bretford Conference Table,750.24,7,0.1,29.5
CA-2024-100164,2024-09-11,2024-09-17,First Class,CUST-8165,Meena K,Corporate,Kolkata,West Bengal,East,Office Supplies,Appliances,PROD-OF-1301,Hoover Microwave,818.89,8,0.0,145.38
CA-2025-100179,2024-09-19,2024-09-23,Standard Class,CUST-1204,Anitha R,Consumer,Hyderabad,Telangana,West,Furniture,Chairs,PROD-FU-1581,Hon Deluxe Fabric Chair,1166.69,6,0.05,85.95
CA-2024-100178,2024-09-24,2024-09-27,First Class,CUST-2431,Suresh S,Home Office,Bengaluru,Karnataka,South,Technology,Machines,PROD-TE-5713,3D Printer Mini,1819.81,4,0.2,185.1
CA-2024-100168,2024-10-01,2024-10-07,Second Class,CUST-7445,Meena M,Consumer,Hyderabad,Telangana,Central,Technology,Machines,PROD-TE-3159,Laminator Pro,1074.3,5,0.0,176.13
CA-2025-100131,2024-10-04,2024-10-05,Standard Class,CUST-4654,Priya R,Corporate,Hyderabad,Telangana,South,Office Supplies,Fasteners,PROD-OF-8102,OIC Binder Clips,234.6,2,0.2,-0.71
CA-2024-100162,2024-10-07,2024-10-11,Standard Class,CUST-8569,Meena K,Home Office,Mumbai,Maharashtra,East,Office Supplies,Paper,PROD-OF-6784,Xerox Copy Paper,483.02,8,0.2,106.54
CA-2024-100046,2024-10-08,2024-10-11,First Class,CUST-4490,Divya P,Corporate,Kolkata,West Bengal,West,Office Supplies,Storage,PROD-OF-8984,Rubbermaid Containers,167.83,7,0.3,5.73
CA-2024-100102,2024-10-09,2024-10-10,Standard Class,CUST-8099,Suresh N,Consumer,New Delhi,Delhi,South,Furniture,Tables,PROD-FU-6109,Bretford Conference Table,418.04,3,0.2,22.5
CA-2025-100185,2024-10-10,2024-10-17,Second Class,CUST-6774,Divya P,Home Office,Chennai,Tamil Nadu,Central,Furniture,Bookcases,PROD-FU-7519,Sauder Classic Bookcase,810.74,8,0.3,-9.75
CA-2025-100149,2024-10-16,2024-10-22,Second Class,CUST-7488,Meena K,Corporate,Kochi,Kerala,South,Office Supplies,Supplies,PROD-OF-5737,Pens & Highlighters,31.77,6,0.3,3.09
CA-2024-100018,2024-10-23,2024-10-28,First Class,CUST-2365,Priya N,Consumer,Bengaluru,Karnataka,West,Furniture,Chairs,PROD-FU-9691,Hon Deluxe Fabric Chair,1032.84,8,0.0,68.45
CA-2025-100191,2024-10-25,2024-11-01,Standard Class,CUST-9004,Suresh M,Home Office,Mumbai,Maharashtra,Central,Office Supplies,Supplies,PROD-OF-7274,Pens & Highlighters,655.4,7,0.15,222.31
CA-2024-100016,2024-10-25,2024-10-31,Same Day,CUST-7541,Vijay K,Home Office,Kochi,Kerala,West,Technology,Copiers,PROD-TE-5729,Xerox WorkCentre,6150.71,9,0.2,1069.77
CA-2025-100193,2024-11-02,2024-11-04,Second Class,CUST-4348,Meena M,Corporate,New Delhi,Delhi,South,Furniture,Tables,PROD-FU-7299,Bevis Round Table,771.58,2,0.1,84.99
CA-2025-100109,2024-11-05,2024-11-06,First Class,CUST-3356,Priya M,Consumer,Kolkata,West Bengal,West,Furniture,Tables,PROD-FU-5790,Bevis Round Table,2268.74,7,0.1,95.77
CA-2025-100187,2024-11-07,2024-11-10,Standard Class,CUST-7852,Divya S,Corporate,Chennai,Tamil Nadu,East,Office Supplies,Paper,PROD-OF-3551,Hammermill Paper,211.93,3,0.15,47.37
CA-2025-100035,2024-11-12,2024-11-18,Same Day,CUST-8570,Priya N,Consumer,Kochi,Kerala,Central,Technology,Phones,PROD-TE-8956,Samsung Galaxy Office,3199.3,8,0.0,1096.53
CA-2025-100159,2024-11-12,2024-11-15,Same Day,CUST-9964,Arun R,Consumer,New Delhi,Delhi,East,Technology,Copiers,PROD-TE-7493,Xerox WorkCentre,2361.28,8,0.15,169.88
CA-2024-100126,2024-11-14,2024-11-19,Second Class,CUST-7059,Meena N,Home Office,Kochi,Kerala,Central,Technology,Machines,PROD-TE-8010,3D Printer Mini,544.98,1,0.15,38.77
CA-2024-100190,2024-11-14,2024-11-16,Same Day,CUST-8183,Meena P,Consumer,New Delhi,Delhi,East,Technology,Phones,PROD-TE-6248,Samsung Galaxy Office,1362.59,8,0.05,89.22
CA-2025-100039,2024-11-17,2024-11-23,Second Class,CUST-9905,Meena S,Consumer,Kolkata,West Bengal,East,Office Supplies,Envelopes,PROD-OF-2062,Staples Premium Envelopes,488.83,7,0.15,95.12
CA-2025-100141,2024-11-21,2024-11-27,Second Class,CUST-7099,Anitha N,Consumer,Kochi,Kerala,West,Furniture,Tables,PROD-FU-9555,Bretford Conference Table,2253.81,7,0.2,246.02
CA-2025-100197,2024-11-22,2024-11-29,Standard Class,CUST-8374,Meena K,Corporate,Ahmedabad,Gujarat,South,Technology,Copiers,PROD-TE-2138,Xerox WorkCentre,2420.75,5,0.2,358.25
CA-2025-100155,2024-11-29,2024-12-03,Second Class,CUST-3672,Priya N,Consumer,New Delhi,Delhi,West,Technology,Phones,PROD-TE-5200,Apple iPhone Business,727.38,2,0.2,47.68
CA-2025-100037,2024-11-30,2024-12-04,Second Class,CUST-2276,Karthik K,Corporate,Mumbai,Maharashtra,West,Office Supplies,Supplies,PROD-OF-6811,Pens & Highlighters,754.05,9,0.2,50.04
CA-2025-100005,2024-12-01,2024-12-03,Second Class,CUST-2664,Divya R,Home Office,Mumbai,Maharashtra,Central,Furniture,Chairs,PROD-FU-2081,Global Ergonomic Chair,1666.66,8,0.0,91.78
CA-2025-100085,2024-12-02,2024-12-03,Same Day,CUST-8274,Priya K,Corporate,Bengaluru,Karnataka,South,Office Supplies,Paper,PROD-OF-1824,Hammermill Paper,267.7,2,0.1,64.05
CA-2025-100073,2024-12-03,2024-12-10,First Class,CUST-8101,Karthik S,Consumer,Mumbai,Maharashtra,Central,Furniture,Furnishings,PROD-FU-8674,Eldon Wave Desk Accessories,2658.5,8,0.3,-110.27
CA-2024-100182,2024-12-10,2024-12-17,Standard Class,CUST-8875,Karthik S,Corporate,Kochi,Kerala,Central,Furniture,Tables,PROD-FU-7633,Bevis Round Table,1630.66,5,0.0,279.99
CA-2024-100088,2024-12-20,2024-12-25,Same Day,CUST-1954,Karthik S,Home Office,Ahmedabad,Gujarat,Central,Furniture,Chairs,PROD-FU-8291,Global Ergonomic Chair,546.38,5,0.2,-38.42
CA-2025-100087,2024-12-25,2024-12-29,Same Day,CUST-5675,Arun K,Corporate,Bengaluru,Karnataka,Central,Technology,Accessories,PROD-TE-2933,Belkin USB Hub,461.07,3,0.15,25.43
CA-2025-100127,2024-12-26,2024-12-30,First Class,CUST-2177,Anitha K,Corporate,New Delhi,Delhi,East,Office Supplies,Art,PROD-OF-5760,Newell 324 Art Set,720.68,8,0.05,239.28
CA-2025-100083,2024-12-27,2024-12-28,First Class,CUST-9056,Divya N,Consumer,Kolkata,West Bengal,East,Technology,Machines,PROD-TE-8511,3D Printer Mini,1988.53,8,0.0,689.39
CA-2024-100124,2024-12-28,2024-12-29,Same Day,CUST-4173,Meena N,Corporate,Kolkata,West Bengal,South,Technology,Accessories,PROD-TE-2667,Belkin USB Hub,4561.12,6,0.15,477.83
CA-2025-100075,2024-12-30,2025-01-01,Standard Class,CUST-8982,Priya M,Corporate,Hyderabad,Telangana,South,Furniture,Furnishings,PROD-FU-5107,DAX Clear Frame,626.57,3,0.0,42.81
